"","F_SCORE_adj","F_SCORE","F_ROA_chg_ind_adj","F_CFO_ind_adj","F_ACCRUAL_ind_adj","F_MARGIN_chg_ind_adj","F_TURN_chg_ind_adj","F_LEVER_chg_ind_adj","F_LIQUID_chg_ind_adj","F_EQUITY_ind_adj","gvkey","datadate","fyear","datadate.1","tic","cusip","bm_ratio","market_cap","quintile","cap_group"
"44672",0,NA,0,0,0,0,0,0,0,0,181807,20101231,2010,20101231,"XAL.","46429K101",NA,14.742,NA,3
"44694",0,NA,0,0,0,0,0,0,0,0,181827,20101231,2010,20101231,"PSR","73935B508",NA,18.324,NA,4
"44714",0,NA,0,0,0,0,0,0,0,0,181870,20101231,2010,20101231,"AAST","018847103",NA,NA,NA,NA
"44779",0,NA,0,0,0,0,0,0,0,0,181914,20101231,2010,20101231,"AGQ","74347W353",NA,555.065,NA,14
"44796",0,NA,0,0,0,0,0,0,0,0,181989,20101231,2010,20101231,"SLCA","90346E103",NA,NA,NA,NA
"44805",0,NA,0,0,0,0,0,0,0,0,182023,20100731,2010,20100731,"ONCS","68234L108",NA,NA,NA,NA
"44815",0,NA,0,0,0,0,0,0,0,0,182091,20101231,2010,20101231,"TECS","25459Y439",NA,45.6681,NA,6
"44878",0,NA,0,0,0,0,0,0,0,0,182284,20101231,2010,20101231,"IGOV","464288117",NA,163.632,NA,10
"44906",0,NA,0,0,0,0,0,0,0,0,182316,20101231,2010,20101231,"MBG","78464A383",NA,31.728,NA,5
"44918",7,NA,0,1,1,1,0,1,1,1,182331,20110331,2010,20110331,"SMT","83172R108",-0.0342409402546523,1263.72233,1,16
"44950",0,NA,0,0,0,0,0,0,0,0,182405,20101231,2010,20101231,"GXG","37950E200",NA,176.4995,NA,10
"44963",0,NA,0,0,0,0,0,0,0,0,182491,20101231,2010,20101231,"LIWA","532352101",0.463709964412811,330.2874,3,12
"44978",0,NA,0,0,0,0,0,0,0,0,182550,20101231,2010,20101231,"NUW","670695105",NA,196.2488,NA,11
"45012",0,NA,0,0,0,0,0,0,0,0,182613,20101231,2010,20101231,"TETAA","88165Y200",0.0252631578947368,12.312,1,3
"45033",0,NA,0,0,0,0,0,0,0,0,182683,20101231,2010,20101231,"LWC","78464A367",NA,28.52,NA,5
"45098",0,NA,0,0,0,0,0,0,0,0,182810,20101231,2010,20101231,"PSF.UN","74041F102",NA,55.3527,NA,7
"45124",0,NA,0,0,0,0,0,0,0,0,182853,20101231,2010,20101231,"CWB","78464A359",NA,529.545,NA,14
"45188",2,NA,0,0,0,0,0,1,1,0,182934,20110228,2010,20110228,"AMBCF","03064H109",0.672452830188679,87.65352,4,8
"45264",0,NA,0,0,0,0,0,0,0,0,183042,20101231,2010,20101231,"CGBLF","46432D201",NA,485.97512,NA,13
"45275",0,NA,0,0,0,0,0,0,0,0,183061,20101231,2010,20101231,"EFO","74347X500",NA,8.5894,NA,2
"45285",0,NA,0,0,0,0,0,0,0,0,183063,20101231,2010,20101231,"XPP","74347X880",NA,47.528,NA,6
"45311",0,NA,0,0,0,0,0,0,0,0,183072,20101231,2010,20101231,"ZUE.","05574C108",NA,100.83528,NA,8
"45331",0,NA,0,0,0,0,0,0,0,0,183104,20101231,2010,20101231,"TECO","89465N100",-0.25,4.96605,1,2
"45344",0,NA,0,0,0,0,0,0,0,0,183139,20101231,2010,20101231,"ISDR","46520M204",0.228,3.979125,2,2
"45353",0,NA,0,0,0,0,0,0,0,0,183148,20101031,2010,20101031,"PSON","71676J102",-0.00846153846153846,3.87985,1,1
"45374",0,NA,0,0,0,0,0,0,0,0,183165,20101231,2010,20101231,"JPX","74347X229",NA,2.72,NA,1
"45404",0,NA,0,0,0,0,0,0,0,0,183186,20101231,2010,20101231,"XEM.","46430E102",NA,219.76,NA,11
"45439",0,NA,0,0,0,0,0,0,0,0,183193,20101231,2010,20101231,"SPXU","74348A442",NA,289.209,NA,12
"45481",0,NA,0,0,0,0,0,0,0,0,183224,20101231,2010,20101231,"CNET","16949H102",0.365695364238411,77.47206,2,8
"45490",0,NA,0,0,0,0,0,0,0,0,183231,20101231,2010,20101231,"GMICF","37252B102",0.895574483508518,2891.12851,4,18
"45499",0,NA,0,0,0,0,0,0,0,0,183235,20100831,2010,20100831,"EFLO","26843K200",NA,NA,NA,NA
"45509",0,NA,0,0,0,0,0,0,0,0,183247,20101231,2010,20101231,"TBNK","88145X108",1.01091913611251,224.90336,4,11
"45519",0,NA,0,0,0,0,0,0,0,0,183252,20101231,2010,20101231,"DRV","25459Y363",NA,55.2907,NA,7
"45548",0,NA,0,0,0,0,0,0,0,0,183283,20101231,2010,20101231,"ADUS","006739106",1.99846341463415,44.0791,5,6
"45577",0,NA,0,0,0,0,0,0,0,0,183312,20101231,2010,20101231,"ASPS","L0175J104",0.208359456635319,714.33351,2,15
"45591",0,NA,0,0,0,0,0,0,0,0,183322,20101231,2010,20101231,"TXMD","88338N107",NA,NA,NA,NA
"45637",0,NA,0,0,0,0,0,0,0,0,183358,20101231,2010,20101231,"DTHRF","24461P106",0.471418604651163,141.6291,3,9
"45662",0,NA,0,0,0,0,0,0,0,0,183387,20101231,2010,20101231,"GXF","37950E101",NA,18.27371,NA,4
"45681",0,NA,0,0,0,0,0,0,0,0,183408,20101231,2010,20101231,"PMTRF","740174107",NA,75.97198,NA,8
"45720",0,NA,0,0,0,0,0,0,0,0,183488,20101231,2010,20101231,"3MAXD","57776X109",0.344444444444444,19.89495,2,4
"45748",0,NA,0,0,0,0,0,0,0,0,183533,20101231,2010,20101231,"LTPZ","72201R304",NA,251.097,NA,11
"45775",0,NA,0,0,0,0,0,0,0,0,183559,20101231,2010,20101231,"TTTM","89853X306",-0.7745,20.2632,1,4
"45798",0,NA,0,0,0,0,0,0,0,0,183581,20101231,2010,20101231,"KAR","48238T109",0.665623188405797,1869.8172,4,17
"45815",0,NA,0,0,0,0,0,0,0,0,183590,20101231,2010,20101231,"OTCM","67106F108",NA,NA,NA,NA
"45862",0,NA,0,0,0,0,0,0,0,0,183617,20101231,2010,20101231,"VLLX","920061108",0.754168,43.225,4,6
"45884",0,NA,0,0,0,0,0,0,0,0,183635,20101231,2010,20101231,"0563B","89078W992",NA,NA,NA,NA
"45890",0,NA,0,0,0,0,0,0,0,0,183640,20101231,2010,20101231,"IRDM","46269C102",1.13099393939394,579.5955,5,14
"45899",0,NA,0,0,0,0,0,0,0,0,183650,20101231,2010,20101231,"ESR","464286566",NA,18.996,NA,4
"45909",0,NA,0,0,0,0,0,0,0,0,183652,20101231,2010,20101231,"RWG","19761R406",NA,9.27,NA,2
"45960",0,NA,0,0,0,0,0,0,0,0,183698,20101231,2010,20101231,"ZROZ","72201R882",NA,36.15,NA,5
"45981",0,NA,0,0,0,0,0,0,0,0,183727,20100930,2010,20100930,"DUBL","26362X104",0.0477272727272727,53.72422,1,7
"46005",0,NA,0,0,0,0,0,0,0,0,183739,20101130,2010,20101130,"IPCI","458173101",0.00321969696969697,28.79448,1,5
"46032",0,NA,0,0,0,0,0,0,0,0,183754,20101231,2010,20101231,"GRES","45409B883",NA,42.9651,NA,6
"46044",0,NA,0,0,0,0,0,0,0,0,183759,20101231,2010,20101231,"ZMT.","05571H100",NA,56.92192,NA,7
"46084",0,NA,0,0,0,0,0,0,0,0,183767,20101231,2010,20101231,"ZEM.","05576Y108",NA,23.772,NA,4
"46133",0,NA,0,0,0,0,0,0,0,0,183799,20101231,2010,20101231,"IDI","88674Y105",0.00713826366559486,64.87149,1,7
"46161",0,NA,0,0,0,0,0,0,0,0,183826,20101231,2010,20101231,"STBZ","856190103",0.783979310344827,458.3595,4,13
"46214",0,NA,0,0,0,0,0,0,0,0,183859,20101231,2010,20101231,"MINT","72201R833",NA,778.4883,NA,15
"46244",0,NA,0,0,0,0,0,0,0,0,183883,20101231,2010,20101231,"XQB.","46432H103",NA,76.0272,NA,8
"46250",0,NA,0,0,0,0,0,0,0,0,183885,20110131,2010,20110131,"0166A","89236M001",NA,NA,NA,NA
"46288",0,NA,0,0,0,0,0,0,0,0,183902,20101231,2010,20101231,"EFC","288522303",1.10017535971223,366.91552,5,13
"46298",0,NA,0,0,0,0,0,0,0,0,183904,20101231,2010,20101231,"NKBP","16949B113",1.28282321899736,75.08369,5,8
"46320",0,NA,0,0,0,0,0,0,0,0,183910,20101231,2010,20101231,"VGLT","92206C847",NA,72.324,NA,8
"46363",0,NA,0,0,0,0,0,0,0,0,183934,20101231,2010,20101231,"PLND","57060U571",NA,20.265,NA,4
"46399",0,NA,0,0,0,0,0,0,0,0,183952,20101231,2010,20101231,"CHIQ","37950E408",NA,165.5235,NA,10
"46425",0,NA,0,0,0,0,0,0,0,0,183984,20101231,2010,20101231,"CLY","464289511",NA,15.894,NA,3
"46451",0,NA,0,0,0,0,0,0,0,0,184003,20101231,2010,20101231,"HAP.","44051L117",NA,23.7808,NA,4
"NA.11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46504",2,NA,0,0,1,0,0,1,0,0,184044,20110430,2010,20110430,"ALME","011295102",0.112912621359223,58.94999,1,7
"46510",0,NA,0,0,0,0,0,0,0,0,184046,20101231,2010,20101231,"AVEO","053588109",0.137879616963064,520.53048,1,14
"46581",3,NA,0,0,1,0,0,1,1,0,184096,20110331,2010,20110331,"CGDXF","13740H100",0.321012658227848,47.90955,2,6
"46604",0,NA,0,0,0,0,0,0,0,0,184109,20100630,2010,20100630,"DVOXQ","26817F104",0.176795752654591,150.22183,1,10
"46612",0,NA,0,0,0,0,0,0,0,0,184114,20101231,2010,20101231,"TSRX","89685K100",0.518059299191375,87.73779,3,8
"46638",0,NA,0,0,0,0,0,0,0,0,184125,20101231,2010,20101231,"IBME","464289313",NA,15.207,NA,3
"46678",0,NA,0,0,0,0,0,0,0,0,184155,20101231,2010,20101231,"DQ","23703Q203",0.737933070866142,357.05288,4,13
"46753",0,NA,0,0,0,0,0,0,0,0,184193,20101231,2010,20101231,"EMMT","464289198",NA,8.553,NA,2
"46771",0,NA,0,0,0,0,0,0,0,0,184200,20101231,2010,20101231,"ZLC.","05571J106",NA,16.02,NA,3
"46781",0,NA,0,0,0,0,0,0,0,0,184202,20101231,2010,20101231,"ZID.","05575G108",NA,9.096,NA,2
"46791",0,NA,0,0,0,0,0,0,0,0,184204,20101231,2010,20101231,"ZUT.","05590D106",NA,34.692,NA,5
"46801",0,NA,0,0,0,0,0,0,0,0,184206,20101231,2010,20101231,"ZAG.","05590C108",NA,31.878,NA,5
"46811",0,NA,0,0,0,0,0,0,0,0,184208,20101231,2010,20101231,"EVDY","300415106",NA,NA,NA,NA
"46822",0,NA,0,0,0,0,0,0,0,0,184213,20101231,2010,20101231,"XCH.","46429X103",NA,21.63,NA,4
"46847",0,NA,0,0,0,0,0,0,0,0,184219,20101231,2010,20101231,"CNVO","21257W105",0.400060313630881,146.01177,2,10
"NA.6611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46889",0,NA,0,0,0,0,0,0,0,0,184241,20101231,2010,20101231,"UNTKQ","91324T302",0.754012219959267,148.81228,4,10
"NA.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46924",0,NA,0,0,0,0,0,0,0,0,184263,20100630,2010,20100630,"QNST","74874Q100",0.559070373588184,518.7557,3,14
"46937",0,NA,0,0,0,0,0,0,0,0,184269,20101231,2010,20101231,"HIO.","44047L106",NA,2.757,NA,1
"46941",0,NA,0,0,0,0,0,0,0,0,184275,20101231,2010,20101231,"SUSA","844027102",-0.00626666666666667,97.26075,1,8
"46959",0,NA,0,0,0,0,0,0,0,0,184293,20101231,2010,20101231,"UDOW","74347X823",NA,23.97744,NA,4
"46979",0,NA,0,0,0,0,0,0,0,0,184297,20101231,2010,20101231,"URTY","74347X799",NA,47.499,NA,6
"47001",0,NA,0,0,0,0,0,0,0,0,184305,20101231,2010,20101231,"HAV.","44051C109",NA,10.759,NA,3
"47009",0,NA,0,0,0,0,0,0,0,0,184307,20101231,2010,20101231,"TQQQ","74347X831",NA,125.698,NA,9
"47024",0,NA,0,0,0,0,0,0,0,0,184321,20101231,2010,20101231,"ACMP","00434L109",0.552116788321168,3974.83443,3,18
"47034",0,NA,0,0,0,0,0,0,0,0,184329,20101231,2010,20101231,"EGPT","57061R569",NA,3.0285,NA,1
"47044",0,NA,0,0,0,0,0,0,0,0,184334,20101231,2010,20101231,"BAB.UN","12008B102",NA,27.98985,NA,5
"47053",0,NA,0,0,0,0,0,0,0,0,184337,20101231,2010,20101231,"AVTD","04317X107",0.00340659340659341,42.60074,1,6
"47076",0,NA,0,0,0,0,0,0,0,0,184368,20101231,2010,20101231,"BRXX","268461829",NA,67.28975,NA,7
"47103",0,NA,0,0,0,0,0,0,0,0,184395,20101231,2010,20101231,"AMHPF","G9340K108",0.0584335443037975,186.44632,1,10
"47117",0,NA,0,0,0,0,0,0,0,0,184442,20101231,2010,20101231,"OAS","674215108",0.220582595870206,2501.5488,2,17
"47126",0,NA,0,0,0,0,0,0,0,0,184449,20101231,2010,20101231,"EXL","30068C109",0.989388429752066,189.5223,4,10
"47136",0,NA,0,0,0,0,0,0,0,0,184455,20101031,2010,20101031,"RPID","84921Y204",-0.158723404255319,17.02857,1,4
"47141",0,NA,0,0,0,0,0,0,0,0,184457,20101231,2010,20101231,"WXSP","18383M480",NA,5.9258,NA,2
"47149",0,NA,0,0,0,0,0,0,0,0,184459,20101231,2010,20101231,"LIIZF","54100T102",NA,NA,NA,NA
"47172",0,NA,0,0,0,0,0,0,0,0,184473,20101231,2010,20101231,"RBL","78463X558",NA,75.474,NA,8
"47188",0,NA,0,0,0,0,0,0,0,0,184478,20101231,2010,20101231,"SOXS","25459Y314",NA,1.563,NA,1
"47229",0,NA,0,0,0,0,0,0,0,0,184511,20101231,2010,20101231,"XG","30227B109",0.0813521545319465,588.70002,1,14
"47265",0,NA,0,0,0,0,0,0,0,0,184536,20100630,2010,20100630,"5051B","14899Y936",NA,NA,NA,NA
"47319",0,NA,0,0,0,0,0,0,0,0,184582,20101231,2010,20101231,"SECYF","81373C102",0.412307692307692,372.9609,3,13
"47356",0,NA,0,0,0,0,0,0,0,0,184623,20101231,2010,20101231,"PSCM","73937B852",NA,5.752,NA,2
"47401",0,NA,0,0,0,0,0,0,0,0,184634,20101231,2010,20101231,"LATM","57060U530",NA,3.287,NA,1
"47425",0,NA,0,0,0,0,0,0,0,0,184652,20101231,2010,20101231,"CAK","131745101",0.679246231155779,305.68788,4,12
"47448",0,NA,0,0,0,0,0,0,0,0,184669,20101231,2010,20101231,"SKOR.1","45409B768",NA,7.1575,NA,2
"47468",0,NA,0,0,0,0,0,0,0,0,184680,20100930,2010,20100930,"KONE","496880204",0.995957446808511,32.9,4,5
"47478",0,NA,0,0,0,0,0,0,0,0,184684,20101231,2010,20101231,"CPGI","16950V107",0.549974811083123,156.64032,3,10
"47509",0,NA,0,0,0,0,0,0,0,0,184702,20101231,2010,20101231,"NPTN","64051T100",NA,NA,NA,NA
"47556",0,NA,0,0,0,0,0,0,0,0,184738,20101231,2010,20101231,"KRU","74347X484",NA,7.4985,NA,2
"47566",0,NA,0,0,0,0,0,0,0,0,184742,20101231,2010,20101231,"EOX","29101U209",0.13362962962963,244.8576,1,11
"47592",0,NA,0,0,0,0,0,0,0,0,184763,20101031,2010,20101031,"RVRCF","44939Q106",0.65125,15.8412,3,3
"47611",0,NA,0,0,0,0,0,0,0,0,184770,20101231,2010,20101231,"UXJ","74347X534",NA,3.72,NA,1
"47635",0,NA,0,0,0,0,0,0,0,0,184789,20110331,2010,20110331,"GBSX","36150G106",NA,NA,NA,NA
"47661",0,NA,0,0,0,0,0,0,0,0,184822,20101231,2010,20101231,"EIDO","46429B309",NA,308.46,NA,12
"47681",0,NA,0,0,0,0,0,0,0,0,184826,20101031,2010,20101031,"GFGY","387366107",NA,NA,NA,NA
"47705",3,NA,0,0,1,0,0,1,1,0,184866,20110228,2010,20110228,"LHMAF","536800105",0.328675799086758,163.17033,2,10
"47732",0,NA,0,0,0,0,0,0,0,0,184889,20100630,2010,20100630,"SUR.","842199101",2.57133333333333,8.049,5,2
"47753",0,NA,0,0,0,0,0,0,0,0,184920,20101231,2010,20101231,"CNCEF","12674A107",0.344864,678.725,2,14
"47782",0,NA,0,0,0,0,0,0,0,0,184939,20101231,2010,20101231,"ZJN.","05571X105",NA,4.26151,NA,2
"47792",0,NA,0,0,0,0,0,0,0,0,184941,20101231,2010,20101231,"ZRE.","05560G105",NA,39.422,NA,6
"47802",0,NA,0,0,0,0,0,0,0,0,184943,20101231,2010,20101231,"ZJO.","05570F105",NA,4.212,NA,2
"47833",0,NA,0,0,0,0,0,0,0,0,184961,20101231,2010,20101231,"FURX","36106P101",0.8299723183391,142.78045,4,9
"47843",0,NA,0,0,0,0,0,0,0,0,184980,20101231,2010,20101231,"FSS.","35903E103",NA,76.0551,NA,8
"47861",0,NA,0,0,0,0,0,0,0,0,184995,20101231,2010,20101231,"PICB","73936Q835",NA,38.038,NA,6
"47875",0,NA,0,0,0,0,0,0,0,0,185006,20101231,2010,20101231,"KEYP","493722102",0.278466666666667,259.101,2,11
"47885",0,NA,0,0,0,0,0,0,0,0,185021,20101231,2010,20101231,"BSCC","18383M597",NA,27.76356,NA,5
"47913",0,NA,0,0,0,0,0,0,0,0,185051,20101231,2010,20101231,"CFXTF","207324104",NA,NA,NA,NA
"47938",0,NA,0,0,0,0,0,0,0,0,185069,20101231,2010,20101231,"SEA","18383Q796",NA,16.77,NA,4
"47958",0,NA,0,0,0,0,0,0,0,0,185112,20101231,2010,20101231,"IPHI","45772F107",0.283096067695371,504.01792,2,14
"47997",0,NA,0,0,0,0,0,0,0,0,185130,20101231,2010,20101231,"PEK","57060U597",NA,31.521,NA,5
"48022",0,NA,0,0,0,0,0,0,0,0,185157,20101231,2010,20101231,"EXD","27829M103",NA,167.3,NA,10
"48050",0,NA,0,0,0,0,0,0,0,0,185171,20101231,2010,20101231,"CIB.","18385G101",NA,4.93,NA,2
"NA.13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48076",0,NA,0,0,0,0,0,0,0,0,185193,20101231,2010,20101231,"BONE","05644R200",-0.00196470588235294,314.4575,1,12
"48101",0,NA,0,0,0,0,0,0,0,0,185209,20100930,2010,20100930,"PEOP","711037101",1.6189488372093,70.63825,5,7
"48139",0,NA,0,0,0,0,0,0,0,0,185238,20101231,2010,20101231,"RETL","25459W417",NA,5.787,NA,2
"48164",0,NA,0,0,0,0,0,0,0,0,185249,20101231,2010,20101231,"AXSL","464289628",NA,3.058495,NA,1
"48184",0,NA,0,0,0,0,0,0,0,0,185254,20101231,2010,20101231,"AXMT","464289578",NA,6.824,NA,2
"48192",0,NA,0,0,0,0,0,0,0,0,185256,20101231,2010,20101231,"AXUT","464289545",NA,5.333,NA,2
"48231",0,NA,0,0,0,0,0,0,0,0,185282,20101231,2010,20101231,"HAZ.","44051G100",NA,11.6319,NA,3
"48261",0,NA,0,0,0,0,0,0,0,0,185307,20101231,2010,20101231,"KH","16890V100",0.343619665045921,422.10204,2,13
"48276",0,NA,0,0,0,0,0,0,0,0,185316,20101231,2010,20101231,"HAA.","44051W113",NA,10.9823,NA,3
"48287",4,NA,0,0,0,1,0,1,1,0,185319,20110331,2010,20110331,"MMYT","V5633W109",0.0741419310815421,1028.781,1,15
"48313",0,NA,0,0,0,0,0,0,0,0,185337,20100930,2010,20100930,"CIVI","17887R102",NA,NA,NA,NA
"48326",0,NA,0,0,0,0,0,0,0,0,185344,20101231,2010,20101231,"BRSS","37953G103",NA,NA,NA,NA
"48345",0,NA,0,0,0,0,0,0,0,0,185350,20101231,2010,20101231,"SCHO","808524862",NA,50.02,NA,6
"48356",0,NA,0,0,0,0,0,0,0,0,185352,20110331,2010,20110331,"MYDR.1","62599F939",NA,NA,NA,NA
"48364",0,NA,0,0,0,0,0,0,0,0,185355,20101231,2010,20101231,"HZNP","G4617B105",NA,NA,NA,NA
"48374",0,NA,0,0,0,0,0,0,0,0,185359,20101231,2010,20101231,"PDM.2","73899R937",0.128,9.05845,1,2
"NA.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48420",0,NA,0,0,0,0,0,0,0,0,185380,20100831,2010,20100831,"LEDS","816645105",NA,NA,NA,NA
"48432",0,NA,0,0,0,0,0,0,0,0,185396,20101231,2010,20101231,"INN","866082100",NA,NA,NA,NA
"48453",0,NA,0,0,0,0,0,0,0,0,185423,20101231,2010,20101231,"SPRN","86845R207",0,0.05628,1,1
"48497",0,NA,0,0,0,0,0,0,0,0,185476,20110531,2010,20110531,"CORVF","221013105",0.826153846153846,27.079,4,5
"48506",0,NA,0,0,0,0,0,0,0,0,185484,20101231,2010,20101231,"FSD","33738E109",NA,585.9825,NA,14
"48515",0,NA,0,0,0,0,0,0,0,0,185495,20101231,2010,20101231,"ALQA","019621200",NA,NA,NA,NA
"48531",0,NA,0,0,0,0,0,0,0,0,185517,20101231,2010,20101231,"FSL","G3727Q101",NA,NA,NA,NA
"48545",0,NA,0,0,0,0,0,0,0,0,185524,20101231,2010,20101231,"CCSC","22238M109",0.195839130434783,592.71,2,14
"48593",0,NA,0,0,0,0,0,0,0,0,185539,20101231,2010,20101231,"VIOO","921932828",NA,6.185,NA,2
"48659",0,NA,0,0,0,0,0,0,0,0,185569,20100630,2010,20100630,"OFED","675607105",NA,NA,NA,NA
"48677",0,NA,0,0,0,0,0,0,0,0,185582,20101231,2010,20101231,"CORP","72201R817",NA,72.18094,NA,8
"48705",0,NA,0,0,0,0,0,0,0,0,185595,20101231,2010,20101231,"VONG","92206C680",NA,11.736,NA,3
"48715",0,NA,0,0,0,0,0,0,0,0,185597,20101231,2010,20101231,"VTHR","92206C599",NA,11.532,NA,3
"NA.7115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48751",0,NA,0,0,0,0,0,0,0,0,185618,20101231,2010,20101231,"SBRA","78573L106",0.385,461.1224,2,13
"48771",0,NA,0,0,0,0,0,0,0,0,185624,20101231,2010,20101231,"SAVE","848577102",NA,NA,NA,NA
"48813",0,NA,0,0,0,0,0,0,0,0,185658,20101231,2010,20101231,"SHP","81943P104",0.529539130434783,214.406,3,11
"48860",0,NA,0,0,0,0,0,0,0,0,185703,20101231,2010,20101231,"DMD","24802N208",NA,NA,NA,NA
"48892",6,NA,0,1,1,1,0,1,1,0,185733,20110228,2010,20110228,"XRS","874080104",0.193902671755725,799.624,2,15
"48900",0,NA,0,0,0,0,0,0,0,0,185758,20110531,2010,20110531,"VTT.","92261V102",NA,NA,NA,NA
"48917",0,NA,0,0,0,0,0,0,0,0,185773,20100831,2010,20100831,"SENY","804136109",-0.00112,89.375,1,8
"48944",3,NA,0,0,0,1,0,0,0,1,185790,20110331,2010,20110331,"CNR","G3163G104",0.318465909090909,338.58528,2,12
"48950",0,NA,0,0,0,0,0,0,0,0,185797,20101231,2010,20101231,"HHC","44267D107",1.05598860712973,2062.7901,5,17
"48959",0,NA,0,0,0,0,0,0,0,0,185807,20100630,2010,20100630,"UMAM","904074101",NA,NA,NA,NA
"48967",0,NA,0,0,0,0,0,0,0,0,185809,20101231,2010,20101231,"PSLV","85207K107",NA,703.5,NA,14
"48979",0,NA,0,0,0,0,0,0,0,0,185814,20101231,2010,20101231,"PNYTF","73942D109",NA,NA,NA,NA
"49008",0,NA,0,0,0,0,0,0,0,0,185828,20101231,2010,20101231,"VNQI","922042676",NA,65.8306,NA,7
"49039",0,NA,0,0,0,0,0,0,0,0,185845,20101231,2010,20101231,"STIE","802816108",-0.0133529411764706,344.25,1,12
"49050",0,NA,0,0,0,0,0,0,0,0,185855,20101231,2010,20101231,"XNY","16950W113",0.285993449781659,531.28,2,14
"49087",0,NA,0,0,0,0,0,0,0,0,185883,20101231,2010,20101231,"RDCCF","756551107",0.113170731707317,67.60736,1,7
"49096",4,NA,0,0,1,0,0,1,1,1,185891,20110331,2010,20110331,"TBSSE","872215108",1.0484,0.03625,5,1
"49104",0,NA,0,0,0,0,0,0,0,0,185911,20100630,2010,20100630,"UCHC","90456P302",NA,NA,NA,NA
"49139",0,NA,0,0,0,0,0,0,0,0,185932,20101231,2010,20101231,"DS.","255380107",NA,89.55,NA,8
"49169",4,NA,0,1,0,0,0,1,1,0,185944,20110331,2010,20110331,"MOBI","83084G109",0.193422764227642,395.7402,2,13
"49208",0,NA,0,0,0,0,0,0,0,0,185965,20101231,2010,20101231,"NBD","67074Q102",NA,130.62,NA,9
"49218",0,NA,0,0,0,0,0,0,0,0,185968,20101231,2010,20101231,"PSF","19248Y107",NA,278.096,NA,12
"49251",0,NA,0,0,0,0,0,0,0,0,186012,20110331,2010,20110331,"PCCRF","23127B105",0.248931034482759,163.2903,2,10
"49278",0,NA,0,0,0,0,0,0,0,0,186035,20101231,2010,20101231,"KBWD","73936Q793",NA,2.475,NA,1
"49307",0,NA,0,0,0,0,0,0,0,0,186045,20101231,2010,20101231,"SGNT","786692103",NA,NA,NA,NA
"49338",0,NA,0,0,0,0,0,0,0,0,186053,20101231,2010,20101231,"EWEM","78355W536",NA,12.408,NA,3
"49345",0,NA,0,0,0,0,0,0,0,0,186061,20101231,2010,20101231,"LLEX","532403102",NA,NA,NA,NA
"49354",0,NA,0,0,0,0,0,0,0,0,186071,20100930,2010,20100930,"BXTMF","11120Q302",NA,NA,NA,NA
"NA.7311",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49370",0,NA,0,0,0,0,0,0,0,0,186084,20100930,2010,20100930,"FRNK","35353C102",NA,NA,NA,NA
"49378",0,NA,0,0,0,0,0,0,0,0,186091,20101231,2010,20101231,"KRLTF","485672208",0.405441527446301,168.38772,3,10
"49390",0,NA,0,0,0,0,0,0,0,0,186097,20101231,2010,20101231,"MHYR","564604106",NA,NA,NA,NA
"49411",0,NA,0,0,0,0,0,0,0,0,186106,20101231,2010,20101231,"MMI.3","620097105",0.202082474226804,8570.7939,2,19
"49422",0,NA,0,0,0,0,0,0,0,0,186119,20101231,2010,20101231,"OLYRF","67087K100",NA,136.965,NA,9
"49429",0,NA,0,0,0,0,0,0,0,0,186121,20100831,2010,20100831,"AUZ.UN","052561107",NA,NA,NA,NA
"49435",0,NA,0,0,0,0,0,0,0,0,186122,20101231,2010,20101231,"HSI.UN","41754A109",NA,32.45,NA,5
"49450",0,NA,0,0,0,0,0,0,0,0,186130,20101231,2010,20101231,"PVG","74139C102",0.909827856025039,503.81955,4,14
"49457",0,NA,0,0,0,0,0,0,0,0,186132,20101231,2010,20101231,"ADC.UN","135510105",0.939419419419419,94.905,4,8
"49476",0,NA,0,0,0,0,0,0,0,0,186139,20101231,2010,20101231,"UAN","126633106",NA,NA,NA,NA
"49486",0,NA,0,0,0,0,0,0,0,0,186153,20101231,2010,20101231,"UREE","90346C206",0.0338947368421053,23.37,1,4
"49501",0,NA,0,0,0,0,0,0,0,0,186159,20101231,2010,20101231,"SUPN","868459108",NA,NA,NA,NA
"49509",0,NA,0,0,0,0,0,0,0,0,186166,20110430,2010,20110430,"DCGD","25470Q100",NA,NA,NA,NA
"49517",0,NA,0,0,0,0,0,0,0,0,186173,20110531,2010,20110531,"RIINF","10566L108",NA,NA,NA,NA
"49585",0,NA,0,0,0,0,0,0,0,0,186240,20101231,2010,20101231,"RYUN","74979J100",NA,NA,NA,NA
