"","F_SCORE_adj","F_SCORE","F_ROA_chg_ind_adj","F_CFO_ind_adj","F_ACCRUAL_ind_adj","F_MARGIN_chg_ind_adj","F_TURN_chg_ind_adj","F_LEVER_chg_ind_adj","F_LIQUID_chg_ind_adj","F_EQUITY_ind_adj","gvkey","datadate","fyear","datadate.1","tic","cusip","bm_ratio","market_cap","quintile","cap_group"
"49608",0,NA,0,0,0,0,0,0,0,0,186275,20101231,2010,20101231,"AGRO","L00849106",NA,NA,NA,NA
"49628",0,NA,0,0,0,0,0,0,0,0,186288,20101231,2010,20101231,"WIFI","09739C102",NA,NA,NA,NA
"49691",0,NA,0,0,0,0,0,0,0,0,186327,20101231,2010,20101231,"AGAC","04521C105",0.40225,147.29,3,10
"49726",0,NA,0,0,0,0,0,0,0,0,186344,20101231,2010,20101231,"FBNK","319850103",NA,NA,NA,NA
"49757",0,NA,0,0,0,0,0,0,0,0,186359,20101231,2010,20101231,"SLVA","827290107",0.3659,90,2,8
"49776",0,NA,0,0,0,0,0,0,0,0,186371,20101231,2010,20101231,"SLCO","84609P103",NA,NA,NA,NA
"NA.7611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49834",0,NA,0,0,0,0,0,0,0,0,186428,20101231,2010,20101231,"EVER","29977G102",NA,NA,NA,NA
"49843",0,NA,0,0,0,0,0,0,0,0,186435,20101231,2010,20101231,"PACQF","G72436101",NA,NA,NA,NA
"49864",0,NA,0,0,0,0,0,0,0,0,186493,20101231,2010,20101231,"ABHD","00400H108",NA,NA,NA,NA
"49893",0,NA,0,0,0,0,0,0,0,0,186525,20101231,2010,20101231,"TRGM","876140104",NA,NA,NA,NA
"49940",0,NA,0,0,0,0,0,0,0,0,186553,20101231,2010,20101231,"3WIZD","97751C100",NA,NA,NA,NA
"49956",0,NA,0,0,0,0,0,0,0,0,186559,20101231,2010,20101231,"2793B","42099W939",NA,NA,NA,NA
"49982",0,NA,0,0,0,0,0,0,0,0,186607,20101231,2010,20101231,"NLNK","651511107",NA,NA,NA,NA
"49998",0,NA,0,0,0,0,0,0,0,0,186618,20101231,2010,20101231,"FEPU","344102108",NA,NA,NA,NA
"50018",1,NA,0,0,1,0,0,0,0,0,186647,20110430,2010,20110430,"NSRS","662546209",NA,NA,NA,NA
"50111",0,NA,0,0,0,0,0,0,0,0,186721,20101231,2010,20101231,"SMPR","853616100",NA,NA,NA,NA
"50280",0,NA,0,0,0,0,0,0,0,0,186849,20101231,2010,20101231,"UGHSQ","914270103",NA,NA,NA,NA
"50294",0,NA,0,0,0,0,0,0,0,0,186861,20110430,2010,20110430,"RAYS","75509Q100",NA,NA,NA,NA
"50362",0,NA,0,0,0,0,0,0,0,0,186953,20101231,2010,20101231,"NSPR","45779A309",NA,NA,NA,NA
"50541",0,NA,0,0,0,0,0,0,0,0,187040,20110430,2010,20110430,"SKIS","70469L100",NA,NA,NA,NA
"50565",0,NA,0,0,0,0,0,0,0,0,187073,20101231,2010,20101231,"ZX","16951E104",NA,NA,NA,NA
"50582",0,NA,0,0,0,0,0,0,0,0,187084,20101231,2010,20101231,"PRTY","70299G933",NA,NA,NA,NA
"NA.8115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50628",0,NA,0,0,0,0,0,0,0,0,187122,20110430,2010,20110430,"LTNR","54567A109",NA,NA,NA,NA
"50646",0,NA,0,0,0,0,0,0,0,0,187132,20101231,2010,20101231,"SIBC","857030100",NA,NA,NA,NA
"50688",0,NA,0,0,0,0,0,0,0,0,187164,20101231,2010,20101231,"HMST","43785V102",NA,NA,NA,NA
"50763",0,NA,0,0,0,0,0,0,0,0,187244,20101231,2010,20101231,"NEXJF","65340A109",NA,NA,NA,NA
"50828",0,NA,0,0,0,0,0,0,0,0,187285,20100831,2010,20100831,"CERE","156773103",NA,NA,NA,NA
"50886",0,NA,0,0,0,0,0,0,0,0,187321,20101231,2010,20101231,"TAOM","87600Y106",NA,NA,NA,NA
"50933",0,NA,0,0,0,0,0,0,0,0,187358,20101231,2010,20101231,"CEII","16951B100",NA,NA,NA,NA
"NA.8311",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51042",0,NA,0,0,0,0,0,0,0,0,187418,20100831,2010,20100831,"PNC.A","73752W106",NA,NA,NA,NA
"NA.8411",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51210",0,NA,0,0,0,0,0,0,0,0,187545,20101231,2010,20101231,"LPKGF","550435101",NA,NA,NA,NA
"NA.16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51253",0,NA,0,0,0,0,0,0,0,0,187576,20101231,2010,20101231,"ZNGA","98986T108",NA,NA,NA,NA
"51275",0,NA,0,0,0,0,0,0,0,0,187597,20101231,2010,20101231,"SSMC","86799U933",NA,NA,NA,NA
"51298",0,NA,0,0,0,0,0,0,0,0,187631,20101231,2010,20101231,"MACK","590328100",NA,NA,NA,NA
"51335",0,NA,0,0,0,0,0,0,0,0,187659,20101231,2010,20101231,"EMPO","29246G107",NA,NA,NA,NA
"51370",0,NA,0,0,0,0,0,0,0,0,187689,20101031,2010,20101031,"3ENIP","29260D105",NA,NA,NA,NA
"51400",0,NA,0,0,0,0,0,0,0,0,187698,20101231,2010,20101231,"BCEI","097793103",NA,NA,NA,NA
"51437",0,NA,0,0,0,0,0,0,0,0,187737,20101231,2010,20101231,"IRG","451730105",NA,NA,NA,NA
"51471",0,NA,0,0,0,0,0,0,0,0,187757,20101231,2010,20101231,"GYST","38981A506",NA,NA,NA,NA
"51504",0,NA,0,0,0,0,0,0,0,0,187775,20101231,2010,20101231,"CHUY","171604101",NA,NA,NA,NA
"51526",0,NA,0,0,0,0,0,0,0,0,187792,20101231,2010,20101231,"MANY","72941C104",NA,NA,NA,NA
"51577",0,NA,0,0,0,0,0,0,0,0,187836,20101231,2010,20101231,"UGGYF","G9220E107",NA,NA,NA,NA
"51615",0,NA,0,0,0,0,0,0,0,0,187969,20101231,2010,20101231,"JIVE","47760A108",NA,NA,NA,NA
"51634",0,NA,0,0,0,0,0,0,0,0,188255,20101231,2010,20101231,"FBHS","34964C106",NA,NA,NA,NA
"51643",0,NA,0,0,0,0,0,0,0,0,188357,20101231,2010,20101231,"FDOC","35953U106",NA,NA,NA,NA
"51670",0,NA,0,0,0,0,0,0,0,0,188855,20101231,2010,20101231,"PRSS","12769A103",NA,NA,NA,NA
"51682",0,NA,0,0,0,0,0,0,0,0,189255,20101231,2010,20101231,"LVVV","53838A104",NA,NA,NA,NA
"51693",0,NA,0,0,0,0,0,0,0,0,189363,20101231,2010,20101231,"LCDX","54948Q104",NA,NA,NA,NA
"51704",0,NA,0,0,0,0,0,0,0,0,189459,20101231,2010,20101231,"CG","14309L102",NA,NA,NA,NA
"51770",0,NA,0,0,0,0,0,0,0,0,189496,20101231,2010,20101231,"SURP.1","86899A936",NA,NA,NA,NA
"NA.8611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51950",0,NA,0,0,0,0,0,0,0,0,190559,20110331,2010,20110331,"HVV.","43123W309",NA,NA,NA,NA
"52042",0,NA,0,0,0,0,0,0,0,0,190963,20101231,2010,20101231,"NBHC","633707104",NA,NA,NA,NA
"52142",0,NA,0,0,0,0,0,0,0,0,193056,20101231,2010,20101231,"DYNA","268119104",NA,NA,NA,NA
"52160",0,NA,0,0,0,0,0,0,0,0,193855,20101231,2010,20101231,"WEBK","949485106",NA,NA,NA,NA
"52194",0,NA,0,0,0,0,0,0,0,0,194755,20101231,2010,20101231,"MEMP","586048100",NA,NA,NA,NA
"52225",0,NA,0,0,0,0,0,0,0,0,196055,20101231,2010,20101231,"CLVS","189464100",NA,NA,NA,NA
"52288",0,NA,0,0,0,0,0,0,0,0,197559,20101231,2010,20101231,"EIGI","29272B105",NA,NA,NA,NA
"52315",0,NA,0,0,0,0,0,0,0,0,198255,20101231,2010,20101231,"3DEAC","28660X109",NA,NA,NA,NA
"52425",0,NA,0,0,0,0,0,0,0,0,201395,20101231,2010,20101231,"TSM","874039100",0.303205741626794,64982.48064,2,20
"52442",0,NA,0,0,0,0,0,0,0,0,203480,20101231,2010,20101231,"SKM","78440P108",0.840343531937735,11920.49865,4,19
"52490",0,NA,0,0,0,0,0,0,0,0,206211,20101231,2010,20101231,"FORTY","346414105",0.785240410588871,251.66196,4,11
"52512",0,NA,0,0,0,0,0,0,0,0,206956,20101231,2010,20101231,"PCCWY","70454G207",-0.130350282485876,3216.873225,1,18
"52556",0,NA,0,0,0,0,0,0,0,0,210216,20100630,2010,20100630,"TLSYY","87969N204",0.315182864636456,34158.72949,2,20
"52598",0,NA,0,0,0,0,0,0,0,0,212782,20101231,2010,20101231,"FMS","358029106",0.428460738429537,17207.71551,3,20
"52618",0,NA,0,0,0,0,0,0,0,0,214526,20101231,2010,20101231,"MYTAY","559776109",0.973904302372336,2592.32445,4,17
"52641",0,NA,0,0,0,0,0,0,0,0,220211,20101231,2010,20101231,"ICL","M5920A109",NA,NA,NA,NA
"52670",0,NA,0,0,0,0,0,0,0,0,220942,20101231,2010,20101231,"GDFZY","36160B105",1.03014714047751,80124.40084,5,20
"52770",0,NA,0,0,0,0,0,0,0,0,238157,20101231,2010,20101231,"LOV","84651P100",0.414915824915825,61.14339,3,7
"52793",0,NA,0,0,0,0,0,0,0,0,241335,20101231,2010,20101231,"XTLB","98386D208",0.0768831168831169,36.90456,1,6
"52842",0,NA,0,0,0,0,0,0,0,0,247885,20100630,2010,20100630,"PALAF","Q7264T104",0.415987261146497,2251.82902,3,17
"52871",0,NA,0,0,0,0,0,0,0,0,252819,20101231,2010,20101231,"WF","98105T104",1.15193501805054,11163.28005,5,19
"52899",0,NA,0,0,0,0,0,0,0,0,254338,20101231,2010,20101231,"CHA","169426103",0.828875286916603,42311.45872,4,20
"52934",0,NA,0,0,0,0,0,0,0,0,260324,20101231,2010,20101231,"MXMTY","57773A508",0.578513513513513,417.4747,3,13
"52957",1,NA,0,0,1,0,0,0,0,0,260737,20110430,2010,20110430,"OPTT","674870308",0.91652977412731,50.70157,4,6
"53015",0,NA,0,0,0,0,0,0,0,0,260893,20101231,2010,20101231,"BLKB","09227Q100",0.106833976833977,1151.8507,1,16
"53038",0,NA,0,0,0,0,0,0,0,0,264385,20101231,2010,20101231,"NUVA","670704105",0.428401559454191,1013.8932,3,15
"53117",0,NA,0,0,0,0,0,0,0,0,264645,20101031,2010,20101031,"CSQ","128125101",NA,1399.89684,NA,16
"53141",0,NA,0,0,0,0,0,0,0,0,264713,20101231,2010,20101231,"IFON","456784107",1.94701298701299,10.92168,5,3
"53152",0,NA,0,0,0,0,0,0,0,0,265185,20101231,2010,20101231,"0182A","56899G001",NA,NA,NA,NA
"53211",0,NA,0,0,0,0,0,0,0,0,266319,20101231,2010,20101231,"MMRF","55314U108",-0.203296703296703,21.739263,1,4
"53247",0,NA,0,0,0,0,0,0,0,0,271710,20101231,2010,20101231,"TAM.2","87484D103",NA,2437.30641,NA,17
"53275",0,NA,0,0,0,0,0,0,0,0,272705,20101231,2010,20101231,"ATBIF","04963Y102",0.766609724047306,499.09424,4,13
"53293",0,NA,0,0,0,0,0,0,0,0,273358,20101231,2010,20101231,"CWSAF","19042K105",1.90797826086957,30.015,5,5
"53322",0,NA,0,0,0,0,0,0,0,0,274165,20100630,2010,20100630,"GSM","37954N206",0.55242013552759,768.76893,3,15
"53340",0,NA,0,0,0,0,0,0,0,0,275823,20101231,2010,20101231,"ILNLF","46123C207",0.5336,70.354,3,7
"53371",0,NA,0,0,0,0,0,0,0,0,277646,20101231,2010,20101231,"PLZLY","73180Y203",NA,NA,NA,NA
"53398",0,NA,0,0,0,0,0,0,0,0,278133,20101231,2010,20101231,"BBO.","088894100",1.09635684647303,18.83415,5,4
"53419",0,NA,0,0,0,0,0,0,0,0,278400,20101231,2010,20101231,"XTMCF","98419V100",1.01413646055437,249.61587,4,11
"53432",0,NA,0,0,0,0,0,0,0,0,279398,20101231,2010,20101231,"KATFF","485847107",0.566083916083916,2727.5534,3,18
"53469",0,NA,0,0,0,0,0,0,0,0,284359,20101231,2010,20101231,"NTA.","G6907R104",0.1155,201.7652,1,11
"53508",0,NA,0,0,0,0,0,0,0,0,287106,20101231,2010,20101231,"GMNFF","38020T102",1.49918604651163,56.66626,5,7
"53550",0,NA,0,0,0,0,0,0,0,0,291721,20101231,2010,20101231,"ORXGF","G6769T115",0.521694290976059,188.3667,3,10
"53590",4,NA,0,0,0,1,0,1,1,0,296873,20110331,2010,20110331,"LS.","51218Q103",0.449615384615385,77.50548,3,8
"28",6,NA,0,1,1,1,0,1,1,0,1075,20111231,2011,20111231,"PNW","723484101",0.726108343711083,5263.47228,3,19
"54",5,NA,0,1,0,1,0,1,0,1,1096,20111231,2011,20111231,"MRCBF","617577101",1.71408545430568,981.92267,5,16
"76",6,NA,0,1,1,1,0,1,0,1,1121,20111231,2011,20111231,"AE","006351308",0.901391226684071,122.790198,4,10
"90",5,5,0,1,1,0,0,1,1,0,1173,20120131,2011,20120131,"AIM","008015307",0.738846153846154,12.7426,3,4
"113",6,NA,0,1,1,1,0,0,1,1,1224,20111231,2011,20111231,"EGN1","010284008",NA,NA,NA,NA
"143",5,NA,0,1,1,1,0,0,0,1,1257,20111231,2011,20111231,"ALX","014752109",0.189904332081183,1889.37318,2,17
"166",4,NA,0,1,0,0,0,1,0,1,1274,20111231,2011,20111231,"Y","017175100",1.19914613200603,2439.80008,4,18
"194",3,NA,0,0,1,0,0,1,0,1,1367,20111231,2011,20111231,"3AMBEQ","023184203",0.541428571428571,1.6331,3,1
"209",7,NA,1,1,1,0,1,1,0,1,1393,20120331,2011,20120331,"UHAL","023586100",0.500676713107762,2068.84008,3,17
"224",4,NA,0,1,0,0,0,1,0,1,1414,20111231,2011,20111231,"PRI","74164M108",0.943472461273666,1507.88092,4,17
"243",4,NA,0,1,1,0,0,1,0,0,1440,20111231,2011,20111231,"AEP","025537101",0.734294359719196,19970.20413,3,20
"263",7,7,0,1,1,0,1,1,1,1,1468,20120229,2011,20120229,"AM.1","026375105",1.31592666666667,552.81,5,14
"287",6,NA,0,1,1,1,0,1,0,1,1526,20111231,2011,20111231,"ANAT","028591105",1.86703683417774,1958.73763,5,17
"352",5,NA,0,1,0,1,0,1,1,0,1634,20111231,2011,20111231,"ANLY","032681207",0.652795698924731,28.08414,3,5
"380",3,NA,0,0,1,0,0,1,0,1,1681,20111231,2011,20111231,"ASOE","037637105",1.9775,9.8754,5,3
"418",5,NA,0,1,1,1,0,0,0,1,1715,20111031,2011,20111031,"AROBF","038916201",0.951952173913043,232.599,4,12
"495",6,6,1,1,1,0,1,0,0,1,1864,20120131,2011,20120131,"REX","761624105",1.17950972762646,214.081,4,12
"558",3,NA,0,1,0,0,0,1,0,0,1974,20111231,2011,20111231,"BKR","057149106",1.17230494645589,187.58926,4,11
"595",5,NA,0,1,0,1,0,1,0,1,2019,20111231,2011,20111231,"BK","064058100",1.38748367654445,24084.60934,5,20
"614",4,NA,0,1,1,0,0,1,0,1,2052,20110930,2011,20110930,"BRN","068221100",1.30486409155937,28.928115,5,5
"633",5,NA,0,0,0,1,0,1,1,1,2080,20111130,2011,20111130,"BSET","070203104",1.6905534591195,90.1689,5,9
"699",6,NA,0,1,1,1,0,1,1,0,2220,20111231,2011,20111231,"BIO","090572207",0.644258642232403,2706.8874,3,18
"716",3,NA,0,0,1,1,0,1,0,0,2240,20110731,2011,20110731,"NIMU","655366508",-0.310434782608696,15.85206,1,4
"740",4,NA,0,1,1,1,0,0,0,1,2277,20111031,2011,20111031,"BRRE","096005301",1.86838461538462,15.925,5,4
"785",4,NA,0,1,1,0,0,1,0,0,2342,20110630,2011,20110630,"BWL.A","102565108",0.507644444444444,69.5385,3,8
"810",6,NA,0,1,1,1,0,1,0,1,2403,20111231,2011,20111231,"BMY","110122108",0.267917139614075,59555.6,2,20
"825",3,NA,0,1,0,0,0,0,1,0,2410,20111231,2011,20111231,"BP","055622104",0.824405708937763,135181.02106,4,20
"848",5,NA,0,1,1,1,0,1,0,0,2444,20111231,2011,20111231,"BC","117043109",0.019202657807309,1609.21824,1,17
"871",3,NA,0,1,0,0,0,1,0,0,2497,20111231,2011,20111231,"MTZ","576323109",0.579608520437536,1399.48353,3,17
"962",6,NA,0,1,1,1,0,1,0,1,2620,20111231,2011,20111231,"0176A","62299A008",NA,NA,NA,NA
"977",5,NA,0,1,1,1,0,0,1,0,2675,20111231,2011,20111231,"MLFNF","564905107",0.57253000923361,1510.96911,3,17
"1039",6,6,1,1,0,1,1,1,0,0,2802,20120131,2011,20120131,"CASC","147195101",0.493201337557198,630.02016,3,15
"1061",7,7,1,1,1,0,0,1,1,1,2818,20120131,2011,20120131,"CATO","149205106",0.468981723237598,781.86003,3,15
"NA.17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1097",3,NA,0,0,0,0,0,1,0,1,2865,20111231,2011,20111231,"CSTW","155411101",0.968694264705882,179.52,4,11
"1114",5,NA,0,1,1,0,0,0,1,1,2911,20110930,2011,20110930,"3089B","90499X932",NA,NA,NA,NA
"1131",2,NA,0,1,1,0,0,0,0,0,2953,20111231,2011,20111231,"CKP","162825103",1.20071297989031,439.8427,4,14
"1155",6,NA,0,1,1,1,0,1,0,1,2991,20111231,2011,20111231,"CVX","166764100",0.575826127819549,210796.1688,3,20
"1179",5,NA,0,1,1,1,0,1,0,0,3028,20111231,2011,20111231,"CHDN","171484108",0.652190677153271,895.48914,3,16
"1219",4,NA,0,1,1,1,0,0,0,0,3107,20111231,2011,20111231,"CLF","18683K101",0.653297514033681,8855.0717,3,19
"1242",5,NA,0,1,1,0,0,1,0,1,3144,20111231,2011,20111231,"KO","191216100",0.199788480777476,158342.11,2,20
"1323",4,NA,0,1,1,1,0,1,0,0,3246,20110831,2011,20110831,"CMC","201723103",0.854808510638298,1357.5245,4,16
"1336",3,NA,0,1,1,0,0,1,0,0,3278,20111231,2011,20111231,"CAR","053774105",0.364375,1130.71344,2,16
"1351",4,4,0,1,1,0,1,1,0,0,3336,20120331,2011,20120331,"CSC","205363104",0.598056112224449,4646.71794,3,19
"1455",3,NA,0,0,1,0,0,1,0,1,3515,20111231,2011,20111231,"ICMC.1","45899A932",-0.00714285714285714,15.803452,1,4
"1467",4,NA,0,1,1,0,0,0,1,0,3533,20110930,2011,20110930,"CNIG","219387107",0.448838356164384,32.631,2,6
"1523",4,NA,0,1,1,0,0,0,1,0,3612,20111231,2011,20111231,"ATX","22149T102",0.532083333333333,145.94064,3,10
"1547",5,5,0,1,0,0,1,1,0,1,3647,20120430,2011,20120430,"CFI","230215105",0.61189519650655,145.44935,3,10
"1599",3,NA,0,1,1,1,0,0,0,0,3806,20110930,2011,20110930,"DWSN","239360100",1.00869380831213,186.54138,4,11
"1632",5,NA,0,1,1,0,0,0,1,1,3839,20110731,2011,20110731,"DGTC","23328R206",1.27282222222222,34.803,5,6
"1685",8,8,1,1,1,1,1,1,0,1,3964,20120131,2011,20120131,"DDS","254067101",0.937934463276836,2187.8085,4,17
"1703",4,NA,0,1,1,0,0,0,1,0,4001,20111231,2011,20111231,"DXYN","255519100",1.69700680272109,37.9407,5,6
"1759",6,NA,0,1,1,1,0,1,0,1,4072,20110731,2011,20110731,"ASNA","04351G101",0.462908415841584,2501.568,3,18
"1784",6,NA,0,1,1,0,0,1,1,1,4094,20111231,2011,20111231,"DNB","26483E100",-0.20841106508085,3569.391,1,18
"1804",4,NA,0,1,1,1,0,0,0,0,4127,20111231,2011,20111231,"DRCO","268057106",0.976675485008818,117.05148,4,10
"1906",6,NA,0,1,1,1,0,1,1,0,4331,20111231,2011,20111231,"EDE","291641108",0.783888098624941,885.31602,4,16
"1973",3,NA,0,1,0,0,0,1,0,0,4439,20111231,2011,20111231,"ERIC","294821608",0.640148075024679,32522.41565,3,20
"1998",5,NA,0,1,1,1,0,0,1,1,4467,20111231,2011,20111231,"ESCC","299096107",-8.76355555555556,2.495025,1,1
"2022",0,NA,0,0,0,0,0,0,0,0,4498,20110930,2011,20110930,"IIIN","45774W108",0.837308838133068,177.32263,4,11
"2074",1,NA,0,0,1,0,0,0,0,0,4601,20111231,2011,20111231,"3FNMA","313586109",-117.683399602386,1158.4627204,1,16
"2169",5,NA,0,1,0,1,0,1,0,1,4737,20111231,2011,20111231,"FHN","320517105",1.1600875,2059.744,4,17
"2206",4,NA,0,1,1,0,0,0,1,0,4809,20111231,2011,20111231,"FLO","343498101",0.294067439409905,2580.91938,2,18
"2246",0,NA,0,0,0,0,0,0,0,0,4853,20111031,2011,20111031,"PVEN","74112U202",NA,NA,NA,NA
"2263",4,NA,0,1,0,1,0,0,0,1,4885,20110930,2011,20110930,"BEN","354613101",0.409445838561271,20820.15852,2,20
"2293",5,NA,0,1,1,0,0,1,1,0,4926,20111130,2011,20111130,"FUL","359694106",0.618430182133565,1140.317,3,16
"2319",6,6,0,1,1,0,1,0,1,1,4990,20120131,2011,20120131,"GPS","364760108",0.299283456269758,9205.3,2,19
"2376",4,NA,0,1,1,0,0,0,1,0,5087,20111231,2011,20111231,"SPW","784635104",0.723578894972623,3078.16971,3,18
"2435",3,NA,0,0,1,0,0,1,0,1,5215,20111231,2011,20111231,"WTMK","96536P105",-9.25,0.0783696,1,1
"2443",5,NA,0,1,1,0,0,1,1,0,5234,20111231,2011,20111231,"GT","382550101",0.071863091037403,3465.07512,1,18
"2517",5,NA,0,1,1,1,0,0,0,1,5342,20111231,2011,20111231,"MGI","60935Y208",-0.107346478873239,1026.57125,1,16
"2549",5,NA,0,1,1,1,0,1,0,0,5439,20111231,2011,20111231,"HAL","406216101",0.415244856563315,31783.71,2,20
"2570",4,NA,0,0,0,0,0,1,1,1,5479,20111231,2011,20111231,"AXRX","031139207",0.02065,16.912,1,4
"2603",4,NA,0,1,1,0,0,1,0,0,5526,20111231,2011,20111231,"HE","419870100",0.602398036253776,2543.08624,3,18
"2628",4,NA,0,1,0,1,0,0,1,0,5560,20111231,2011,20111231,"HL","422704106",0.758833652007648,1492.0667,3,17
"2645",4,4,0,1,0,0,1,1,0,0,5572,20120229,2011,20120229,"HELE","G4388N106",0.7738,1029.6325,4,16
"2715",5,NA,0,1,1,0,0,1,0,1,5681,20111231,2011,20111231,"HOFD","43739D307",1.03162371134021,152.872,4,11
"2777",5,NA,0,1,1,1,0,1,0,0,5786,20111231,2011,20111231,"HBAN","446150104",1.05785063752277,4745.58894,4,19
"2810",2,2,0,0,0,0,0,1,0,1,5835,20120229,2011,20120229,"LPHI","53215T106",0.494141176470588,79.24975,3,9
"2834",4,NA,0,1,0,0,0,0,1,1,5878,20111231,2011,20111231,"ITW","452308109",0.443474630700064,22589.32968,2,20
"2861",5,NA,0,1,1,1,0,0,1,0,5918,20111231,2011,20111231,"VVC","92240G101",0.591921931855772,2475.837,3,18
"2903",6,NA,0,1,0,1,0,1,1,1,6013,20111231,2011,20111231,"INS","45816D100",0.498875,14.3328,3,4
"2917",2,NA,0,0,1,1,0,0,0,0,6025,20111231,2011,20111231,"FBNIQ","360921209",1.93626016260163,68.31912,5,8
"2939",4,NA,0,1,0,0,0,1,1,0,6078,20111231,2011,20111231,"IFF","459506101",0.260358641739794,4241.87882,2,18
"3004",4,NA,0,1,1,0,0,0,1,1,6158,20111231,2011,20111231,"IVC","461203101",1.28770438194899,486.54309,5,14
"3043",4,NA,0,1,1,0,0,1,0,0,6233,20111231,2011,20111231,"MIL","55278T105",1.24641940085592,438.55261,5,14
"3095",1,1,1,0,0,0,0,0,0,0,6315,20120331,2011,20120331,"KVPHQ","482740206",-6.09393939393939,79.04556,1,9
"3117",5,NA,0,1,1,0,0,1,1,0,6335,20111231,2011,20111231,"KSU","485170302",0.369014850757242,7475.04711,2,19
"3130",4,NA,0,0,0,0,0,1,1,1,6349,20111231,2011,20111231,"KATY","486026107",-79.03125,1.27216,1,1
"3163",5,5,0,1,1,0,0,1,1,0,6410,20120430,2011,20120430,"KEQU","492854104",1.33210710128056,22.15361,5,5
"3218",5,NA,0,1,1,1,0,1,0,0,6509,20110930,2011,20110930,"KLIC","501242101",0.86544235924933,542.93134,4,14
"3254",5,NA,0,1,1,1,0,0,1,0,6547,20110930,2011,20110930,"LG","505597104",0.659607741935484,869.20125,3,16
"3292",5,5,0,1,1,0,0,1,0,1,6653,20120331,2011,20120331,"LM","524901105",1.45322592194773,3906.68082,5,18
"3390",5,5,0,1,1,0,1,0,0,1,6829,20120131,2011,20120131,"LOW","548661107",0.49654491241148,33296.03,3,20
"3411",4,NA,0,1,1,0,0,1,0,0,6848,20111231,2011,20111231,"LGL","50186A108",1.34652114597544,19.00669,5,4
"3465",6,NA,0,1,1,1,0,1,1,0,6995,20111231,2011,20111231,"ENVE","29402J101",0.291028880866426,148.42768,2,10
"3500",4,NA,0,1,1,0,0,1,1,0,7092,20110630,2011,20110630,"CCUR","206710402",0.595527156549521,52.85944,3,7
"3537",4,NA,0,1,0,0,0,0,1,1,7146,20111130,2011,20111130,"MKC","579780206",0.24747227926078,6472.23,2,19
"3563",8,8,1,1,1,1,1,1,0,1,7171,20120331,2011,20120331,"MCK","58155Q103",0.331184915119061,20625.95,2,20
"3576",5,NA,0,1,0,0,0,1,1,1,7185,20110930,2011,20110930,"GENC","368678108",1.43177147270997,69.0045482,5,8
"3585",3,NA,0,1,1,0,0,0,1,0,7203,20111231,2011,20111231,"MEG.1","58499D933",0.361179361179361,94.00886,2,9
"3657",4,NA,0,1,0,1,0,0,0,1,7300,20111231,2011,20111231,"UCAP","909912107",0.979558139534884,159.6805,4,11
"3691",5,NA,0,1,0,0,0,1,1,1,7344,20111130,2011,20111130,"MPAD","595135104",1.46292,12.89,5,4
"3726",8,8,1,1,1,1,1,1,1,0,7401,20120531,2011,20120531,"MLHR","600544100",0.230167748917749,1078.78848,2,16
"3738",4,NA,0,1,1,0,0,0,1,0,7422,20111231,2011,20111231,"XCO","269279402",0.688133971291866,2264.5777,3,17
"3760",5,NA,0,1,1,1,0,0,0,1,7450,20111231,2011,20111231,"SO4","60599X009",NA,NA,NA,NA
"3787",3,NA,0,1,0,1,0,0,0,0,7509,20111231,2011,20111231,"MCP","608753109",0.317239366138449,2011.82608,2,17
"3811",1,NA,0,0,0,0,0,0,0,1,7543,20111231,2011,20111231,"MTS","614115103",NA,160.05539,NA,11
"3848",5,NA,0,1,1,0,0,1,1,0,7620,20111231,2011,20111231,"MUR","626717102",0.812956584140653,10798.12002,4,19
"3873",5,NA,0,1,1,1,0,0,0,1,7648,20111231,2011,20111231,"NCR","62886E108",0.308007290400972,2594.096,2,18
"3914",7,7,1,1,1,0,1,1,0,1,7696,20120331,2011,20120331,"NATH","632347100",0.311693396226415,92.5168,2,9
"3980",4,NA,0,1,1,0,0,1,0,0,7849,20110930,2011,20110930,"NJR","646025106",0.440220812778952,1763.33454,2,17
"4030",3,NA,0,0,1,0,0,1,0,1,7911,20111031,2011,20111031,"NOBH","654892108",1.3832183908046,24.70104,5,5
"4044",3,NA,0,1,1,0,0,1,0,0,7920,20111231,2011,20111231,"NRDS","655555100",-1.01884057971014,7.740282,1,3
"4071",7,7,1,1,1,1,1,1,0,0,7951,20120131,2011,20120131,"MOV","624580106",0.85097772949484,459.90021,4,14
"4108",6,NA,0,1,1,1,0,1,0,1,7982,20111231,2011,20111231,"NTRS","665859104",0.744611699445285,9558.41694,3,19
